Data,Label
Please refer to http://forums.fossee.in/question/156/simulation-not-working-error-while-opening-phyton-plotting-editor/,Not Spam
"Hi Arahata,
You can use other meshing tools like Gmsh to create a mesh file and later import the mesh using appropriate command. You can refer the following tutorial which should help you in defining boundary patches and importing the mesh file: http://spoken-tutorial.org/watch/OpenFOAM/Creating%2Ba%2Bsphere%2Bin%2BGMSH/English/
Regards,Viraj Belekar",Not Spam
"Hello,
I think the simulation is running correctly. There might be some mistake in the file which you are using to create GNUplot.
Regards,Viraj",Not Spam
"Hello,
'Plot over line' option should be there in the 'Data Analysis' option in the 'Filters' drop-down menu. It should not be greyed out if there are proper simulation results available for plotting.Regards",Not Spam
"You need to provide more information. For now, you can explore these functions- https://help.scilab.org/docs/6.0.0/en_US/section_bfaba9753eea8655622536c43c9371f4.html
",Not Spam
"The comm. toolbox by FOSSEE hasn't been released yet. If this is regarding FOSSEE recruitment, you do not need any toolbox.
",Not Spam
"Hello francesco.ciani88,
1) You can test OpenFOAM installation by running an inbuilt tutorial for any OpenFOAM solver.
2) ParaView is the best compatible post-processing tool to view the results of your simulation. Highly Recommended.
3) Of course, following the tutorial is the best way to learn. You can also find some documentation for fireFoam solver on Google.
Regards,Viraj",Not Spam
"Hi,
Vortex shedding occurs when the flowfield becomes asymmetric. There might be a number of reasons for not getting vortex shedding. Some of them might be:

1) Low Re2) ambiguity in fvSchemes and fvSolution files, etc.
You ma refer discussion on this thread to get an idea for the same: Vortex shedding",Not Spam
"Thanks a lot Virajbelekar. I will proceed with your kind advices.As you have adviced, I am trying to run my first tutorial about the cavities, but I have to many doubts and morever the code does not work. This openfoam version is running in windows 10.This is my code:C:\Program Files (x86)\ESI\OpenFOAM\1606>""C:\Program Files (x86)\ESI\OpenFOAM\1606\Windows\Scripts\of_start_c ontainer.exe"" -Arguments ""C:\Program Files\Docker Toolbox\;C:\Program Files\Git\bin""Starting ""default""...Machine ""default"" is already running.of_plus_1606[ofuser@default ~]$ mkdir -p $FOAM_RUN[ofuser@default ~]$ cp -r $FOAM_TUTORIALS $FOAM_RUN[ofuser@default ~]$ cd $FOAM_RUN/tutorials/incompressible/icoFoam/cavity/cavity[ofuser@default cavity]$ ls0 constant system[ofuser@default cavity]$ cd constant[ofuser@default constant]$ lstransportProperties[ofuser@default constant]$ cd polyMeshbash: cd: polyMesh: No such file or directoryNow my questions are:1) Where can I find this folders (tutorials/incompressible/icoFoam/cavity/cavity)on my computer? It seems that the program cannot find these folders. Maybe they are missing.2) Where can I find the polymesh file?3)Why Openfoam cannot find polymesh file?Thank you in advance",Not Spam
"CACSD functions come with any installation of Scilab. There is no need to install anything new.
",Not Spam
"Please follow the instructions given here- https://confluence.atlassian.com/bitbucket/make-a-repo-private-or-public-221449724.html
",Not Spam
"No external toolboxes can be used. You're only allowed to use Scilab core/native functions.
",Not Spam
"If the matrix name is A, you can use plot(A(:,1),A(:,2),A(:,3),A(:,4)). This will display connected line segments. If you want individual points to be displayed, you can use plot(A(:,1),A(:,2),'+',A(:,3),A(:,4),'+'). To know more plot options, please refer to this page- https://help.scilab.org/docs/5.5.2/en_US/plot.html
",Not Spam
Have given a link for reference already. Please check idinput.,Not Spam
"I have installed MS Visual studio also, but the above same error repeated continuously",Not Spam
"Dear Madhan,
Please take the latest version of eSim from website http://esim.fossee.in  
Please make sure that there is no error during eSim installation.

",Not Spam
"Please look at the following links-

https://help.scilab.org/docs/6.0.0/en_US/ilib_build.html
https://help.scilab.org/docs/5.4.0/en_US/call.html

Do look at the suggested functions at the bottom of the page.
",Not Spam
"Hi Vijay_Karthik
Assuming you're running under a Linux-Like system (including MacOS), the way I'm doing that is simply by using the ""host"" function.if your C program is called ""myProgram"" expecting two inputs let's say ""a"" & ""b""then something likehost('./myProgram a b')should work.Let us know",Not Spam
"Could you share the code you have right now?
",Not Spam
"yep.Please notice that the code is not performing what I really need. Anyway. you'll see the issue if you run that.thx in advanceM
// CODEfunction draw_circle(x0, y0, r, col)
    alpha=-%pi:0.1:%pi
    x=x0+r*cos(alpha);
    y=y0+r*sin(alpha);
    plot(x,y,col)
endfunction

function [X, Y, nhits]=bouncing(xa0, xb0, va0, vb0, m1, m2, r1, r2)
    nhits=0;
    maxtime=200;
    U(1)=va0; X(1)=xa0;
    V(1)=vb0; Y(1)=xb0;
    for j=2:maxtime
        U(j)=(m2*(2*V(j-1)-U(j-1))+U(j-1)*m1)/(m1+m2); // Compute speed of ball 1
        V(j)=(m1*(2*U(j-1)-V(j-1))+V(j-1)*m2)/(m1+m2); // Compute speed of ball 2
        X(j)=j*U(j); // Compute position of ball 1
        Y(j)=j*V(j); // Compute position of ball 2
        draw_circle(X(j-1),r1,r1,'w') // Erasing the previous ball 1
        draw_circle(X(j),r1,r1,'r') // Ploting current position of ball 1
        
        draw_circle(Y(j-1),r2,r2,'w') // Erasing the previous ball 2
        draw_circle(Y(j),r2,r2,'b') // Ploting current position of ball 2
        if(X(j)<r1)
            nhits=nhits+1;
            U(j)=-U(j);
        end
        if(abs(X(j)-U(j))<(r1+r2))
            nhits=nhits+1;
            U(j)=-U(j);
        end
        //sleep(1000) //For debugging purpose
    end
endfunction

// Some initialisations
m1=1;
xa0=1;
xb0=8.696;
va0=0;
vb0=-1.5;
r1=1;
r2=0.5;
for r=0:4
    m2=16.0*100.0^r;
    [x,y,sol]=bouncing(xa0,xb0,va0,vb0,m1,m2,r1,r2)
    disp([sol])
    figure(r)
    xs2png(0,sprintf('bounce_final_%02d.jpg',r)); 
end",Not Spam
do you mean that the need is about adding somewhere in a C-code (not compiled) a statement ?Please be more explicit.thx,Not Spam
"look for me it depends if this statement has to be included in your code at the first line, after the last one. in which case I think it's easy.however if it's about adding a statement inside (somewhere between line 2 & x) then it'll require some work (at least for me",Not Spam
"Hi all,    I somehow managed to link C files to Scilab. But right now the problem is when I try to use the c_link function for a particular routine name,  its always showing False for any routine, even if the C file is linked to Scilab. Help is appreciated. Thanks in advance.

",Not Spam
"Now that you've installed MS Visual Studio, lets see if Scilab finds the compiler. Please post the results for the following-
haveacompiler()
findmsvccompiler()
",Not Spam
"Ah? Iam confused... sorry, I made the topic again because I couldn't find it in the scilab.in page and now I have it twice here.. weird... Maybe someone can delete one of these questions?",Not Spam
"We will delete this question. We will have to recreate the GUI to see if it works. Please be patient.
",Not Spam
"Hi,Can you please paste the .cir.out file of your example here, it will be helpful for us to correct the issue.",Not Spam
"Hi Subhankar,
I was facing the same problem a few days back. I was making a mistake while selecting the units for area. Use the same scale as you used for geometry creation for area. As you know, Drag co-eff= 2D/(rho*A*V^2), check the units for D, rho, A and V and you will solve your problem.
Viraj",Not Spam
"Hi,We are checking your problem, will let you know in 2 days about your issue.",Not Spam
"Hello,   Can anyone let me know how to link C routines in Scilab. Thanks in advance.",Not Spam
"Hey,
Send me your files. I have contacted you on Gmail.
RegardsViraj",Not Spam
"Hi,Currently, the diode is working in reverse bias since its nodes are interchanged. We will solve this issue and let you know in two days. 
",Not Spam
"Hi,Please zip your example and send it to us @ contact-esim[at]fossee[dot]in. We will check it and let you know the issue.  ",Not Spam
"You can have a look at OpenModelica. Its an open source equation oriented simulation environment. Its a general purpose simulator where you have to model your own unit operations. There is no built in library of unit operations in it. You can find OpenModelica tutorials on our spoken tutorials website. 

 Apart from this there is an open source software named HINT for simulating heat exchanger network which involves concepts like pinch technology.

Regards,
Rahul Jain",Not Spam
"You can have a look at OpenModelica. Its an open source equation oriented simulation environment. Its a general purpose simulator where you have to model your own unit operations. There is no built in library of unit operations in it. You can find OpenModelica tutorials on our spoken tutorials website. 

 Apart from this there is an open source software named HINT for simulating heat exchanger network which involves concepts like pinch technology.

Regards,
Rahul Jain",Not Spam
"You can have a look at OpenModelica. Its an open source equation oriented simulation environment. Its a general purpose simulator where you have to model your own unit operations. There is no built in library of unit operations in it. You can find OpenModelica tutorials on our spoken tutorials website. 

 Apart from this there is an open source software named HINT for simulating heat exchanger network which involves concepts like pinch technology.

Regards,
Rahul Jain",Not Spam
"You can have a look at OpenModelica. Its an open source equation oriented simulation environment. Its a general purpose simulator where you have to model your own unit operations. There is no built in library of unit operations in it. You can find OpenModelica tutorials on our spoken tutorials website. 

 Apart from this there is an open source software named HINT for simulating heat exchanger network which involves concepts like pinch technology.

Regards,
Rahul Jain",Not Spam
Thank you so much,Not Spam
"This is a problem with the toolbox. Please contact the toolbox author. 
",Not Spam
"I came from python 2 and I learnt a lot after reading this great guide that shows how to check if file exists with python 2 and 3.
Hope it helps!",Not Spam
"Can you please attach the figure that you got?
",Not Spam
"Please change the beta values in this function to get all the windows except Bartlett- https://help.scilab.org/docs/5.5.1/en_US/window.html

As the documentation indicates, the function has been designed such that cfreq accepts values only within 0-0.5 range- https://help.scilab.org/docs/5.5.1/en_US/wfir.html

",Not Spam
"Hi,Please specify the context you are referring to. Light gas may be referred to as a component with high relative volatility. Phase split is the separation of two phases, for example splitting the vapour and liquid phases in flash separator.
Regards,Rahul Jain
",Not Spam
"Hi Rahul Jain,I am following a recommendation by J. D. Seader for selection of a thermodynamic property package. Here is the link for the decision tree: http://imgur.com/a/lsYdYThanks",Not Spam
"Hi Dafri,
loadmatfile command is to load a Matlab V6 MAT-file which is different from the format of your document. In your case you can use ""KL=fscanfMat('1.dat')""
Regards,
Georgey
",Not Spam
"Suppose I created these 2 files and I want to combine them. (rand command creates a random matrix of the given dimension) A=rand(10,10) B=rand(10,5) write_csv(A,'1.txt') write_csv(B,'2.txt') Now I have to load both these files by read_csv and operate on it to join the matrix as follows C=read_csv(""1.txt"") D=read_csv(""2.txt"") In our case, since we have same number of rows in both the matrix we can join them by row as follows, E=[C,D] You can export the E matrix as csv file like as follows: write_csv(A,'3.txt')",Not Spam
"Make sure you are connected to interent.Go to Scilab prompt and enter the following commands: atomsSystemUpdate() atomsInstall(""E4Coder"") and then restart Scilab to use E4coder",Not Spam
"Hi, you could use TK Scale block from Sources palette.
",Not Spam
"Hello,I would suggest that you export your CAD Model in .stl format to be used in OpenFOAM. You can use snappyHexMesh for meshing in OpenFOAM. You can refer to the tutorials on snappyHexMesh on this link: OpenFOAM Spoken Tutorials . You can use the Spalart Allmaras turbulence model by specifying the same in turbulenceProperties dictionary in the constant folder of your test case.RegardsViraj Belekar",Not Spam
"Viraj sir,I appreciate your response. With regards to changing the turbulence properties to Spalart Allmaras will the variables in 0 folder will also change? This was my doubt.Snappyhexmesh is a little complicated, so I referred a third party software. Still I will give it a try.Thanks you sir once again. I shall try the above and will relay doubts if occurred.",Not Spam
"Hi Saroj,Please provide me the case files. You can share the Google Drive link here. I will have to check your solver-related files which you newly compiled as well as the file in which you have specified details related to field beta.RegardsViraj",Not Spam
"Hi George, Thans foy you answer. You solve my problem.Where I can learn about scilab syntax ?like how to make table, make matrix sparse, etc.Regards, Dafri",Not Spam
"There is no installation.

You go to cloud.scilab.in and start executing the Scilab examples. Choose Category->Textbook->Examples->Execute.
",Not Spam
"If possible, kindly attach a screenshot for reference. This is because the MID 6 has been rechecked and is been found to work properly.

Rupak
",Not Spam
"That is not possible. You will require internet connection.
",Not Spam
"For the lab? Yes. 
",Not Spam
"In ""wikipedia"" the infinite is defined as something without any bound or larger than any number.But in the computation, the program needs a value to do the calculations. One can not touch or reach infinity but for his own satisfaction he goes to a maximum extent. By using this, one can select a maximum value to solve the given problem. I am considering the 10^25 as the maximum extent for exp(at) where a> 0. With the maximum value we can find the ""t"" in the following way exp(at) = 10^25, t = 25*log(10)/a. By using this ""t"" value we can solve the plotting problem. I am writing a simple code about it and hoping that it will be the right answer.function Exp(a)\n    t = 25*log(10)/a\n    t = ceil(t)\n    time = 0:t/1000:t\n    s = poly(0,'s')\n    temptf = syslin('c',1/(s+a))\n    y = csim('step',time,temptf)\n    plot(y,time)\nendfunction",Not Spam
"Please look at Scilab help files. Scilab help is available on your Scilab installation and online. 

Apart from that, you could also watch Scilab Spoken Tutorials- http://spoken-tutorial.org/tutorial-search/?search_foss=Scilab&search_language=English
",Not Spam
"The block ""Lookup2D"" has indeed been removed. There are no available substitute functions currently. However, there exists a user-written function with similar functionality. https://searchcode.com/codesearch/view/25380841/
Tinker with it a bit to adjust it to your requirements.


",Not Spam
"There is a way specified in GNU Octave on how to do this. It requires a function named dlmwrite. Once the Scilab-Octave interface toolbox is released, you can call dlmwrite directly from Octave, and handle it.",Not Spam
"I solved the problem by using the Interp 2 block.
By transforming the data into a Matrix and writing in the block I was able to have a 2d lookup table. It is not as easy as simply selecting a table file but it worked.",Not Spam
,Not Spam
"Hii,
eSim is working in windows 8 machine, please run the setup as administration. If you are still facing any problem, please let us know the issue
",Not Spam
"DWSIM supports database from ChemSep, CoolProp, Electrolytes and Biodiesel.
",Not Spam
"Hi Saroj,
The terminal window is not for post-processing and to print results. You will have to use ParaView to analyze volume fraction. You may use the setFieldsDict dictionary to divide your domain according to initial volume fraction.
RegardsViraj",Not Spam
"Hi,
We analyze results using different vectors, glyphs, contours on ParaView. I think you are an excellent coder, please go ahead and write a code to print values of volume fraction. As far as I know, there is no printing of values in almost any of the CFD software.  
RegardsViraj",Not Spam
"Hi Saroj,Open your results in ParaView. Then File -> Save Data.You will get point-wise data.Is this what you need? You can open this saved file in the terminal if you like.",Not Spam
"Filters -> Alphabetical -> Compute Derivatives and select 'Vorticity' as the 'Output Vector Type'.
Let me know if this helps",Not Spam
"Hi Viraj,

http://www.tfd.chalmers.se/~hani/kurser/OS_CFD_2011/HamidrezaAbedi/report_task_3.pdf

I was trying to work on this problem. First, for BlockMeshDict File, we need to define Vertices. For that in the PDF, a link is provided, which is not working now. Can you help me with that? it's really tough for me to form the vertices from the given diagram.

Thank you very much.

Regards,
Ankur Garg

",Not Spam
"Hi Francesco,

Are you still facing the Same Issue? If Yes, I can help you with that.

Regards,
Ankur Garg
",Not Spam
"q_best  =
 
    0.  
    0.  
    0.  
    0. 

q_best contains only 4 elements. You are trying to resize it into (14*4,1) column vector. You need to have 56 elements in q_best for the matrix function to work.


",Not Spam
"Hii,
Please reinstall eSim and check it again. If still, you are facing the same issue take PrintScreen and revert back to us and do let us know which OS you are using.",Not Spam
"Kindly upload your DWSIM simulation file to check the issue.
",Not Spam
"This question is too generic for us to answer. We can help you once you've developed some simulation model. 
",Not Spam
"Could you check if the image is present at that location?
",Not Spam
"The links you've shared don't work any more. Invalid index error occurs when an element that does not exist in the matrix is being accessed.
",Not Spam
"Hi,
Please specify whether you got this error in Ubuntu 16.04 or Linux Mint 18.1.
",Not Spam
"Hi,
Thank you for posting this  query. We will check the problem and get back to you soon.
",Not Spam
"Thank you for the response. I got the error in Linux Mint 18.1 Serena, with desktop Cinnamon. Detailed info about the kernel: Linux version 4.4.0-66-generic (buildd@lgw01-28) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.4) ) #87-Ubuntu SMP Fri Mar 3 15:29:05 UTC 2017 I tried to start ngspice from the terminal and this is working but I can't start it from eSim with the simulation button.If you need more info don't hesitate to ask me. Thanks in advance",Not Spam
nan,
"Thanks for the query. Just for clarification, by ""Ubuntu running under Win10"" you mean using VirtualBox? Please correct me if I am wrong?
",Not Spam
"No, I'm not using VirtualBox, I'm running Ubuntu on Windows 10 native.  For more information, please refer to:https://msdn.microsoft.com/en-us/commandline/wsl/about
",Not Spam
"I wouldn't say that there are very few components... There are more than 600 compounds available right away, and you can now import compounds from web sources too. KDB database has more than 2000 compounds, and the ChEDL Thermo library has 1107 which can be imported to DWSIM. Not to mention the compound creator which you can use to create your own.",Not Spam
Try balancing the reaction by slightly modifying one of the coefficients.,Not Spam
"The concept of a tear stream is not used in DWSIM. In some simulators the tear stream is detected automatically, but in DWSIM you must insert a recycle block manually. The two material streams connected to the recycle and the recycle itself would then be the ""tear"" stream in another simulator.",Not Spam
"Your question is not very clear.  If the following does not answer your question, please give an example and explain your question:

In Scilab, y and L have to be defined first before you use them on the right hand side - this is true of any variable.  If this is what you really want, you may consider using OpenModelica (13 Spoken Tutorials on it are available at http://spoken-tutorial.org/tutorial-search/?search_foss=OpenModelica&search_language=English.  
",Not Spam
"Hey Ankur, That error means that you do not have the MPI library built properly or it is mis-configured. I would suggest you try to install OpenMPI by typing -sudo apt-get install libopenmpi-devAnd then re-install OpenFOAM.Please let me know if that works. Also, could you let me know your Operating System details?",Not Spam
"Hey Subhankar, 

Could you give the details of what solver and turbulence model you were using? 
",Not Spam
"Hey,
After running the wallShearStress utility, load the wall patches (except the internalField) and use the calculator filter on it. Use the following formula:
skin friction coefficient = (2*tauw/(rho*V^2))",Not Spam
"When are you exactly getting this error, is it on clicking the eescheema button? Could you please elaborate on that?
",Not Spam
"Also could you please check whether the boost libraries are properly installed?
",Not Spam
"We found that it won't work when run in Ubuntu native under Windows 10. Please install eSim in the machine itself or use a VirtualBox.
",Not Spam
"Dear chanyau, Since this the plot consist of multiple line segments, we cannot plot it with a single plot2d function. Here is how I did it x1=0:0.5:1; //taking arbitrary x axis data as the x axis in plot above is blanky1=-40:20:0; // -40 to 0plot2d(x1,y1) x2 =1:2; y2= repmat(0,1,2); plot2d(x2,y2) //the horizontal line at 0 x3 =2:4; y3 = 0:50:100; plot2d(x3,y3); //0 to 100x4=4:10; y4=repmat(100,1,7); plot2d(x4,y4) //horizontal line at 100x5=1:0.5:11; y5=100:20:140; plot2d(x1,y1,nax=[-1,0,-1,8])  //100 to 140,the -1 in nax removes the ticks in x axis as it is in the plot abovextitle(""Temperature vs Heat absorbed"", ""Heat Absorbed"",""Temperature"") //title and x & y labels",Not Spam
,Not Spam
"If you search in our Textbook Companion page, you will see many different ways of drawing a 2D plot.  An easy way to draw the plot you have asked is given in the example available at http://cloud.scilab.in/index.php?eid=5360#.

You can access such examples for many different commands from this TBC Code Search page: http://scilab.in/tbc_solr_search
",Not Spam
"Please learn to use Scilab first.  If you learn from the Scilab Spoken Tutorials, available at http://spoken-tutorial.org/tutorial-search/?search_foss=Scilab&search_language=English, you will be able to answer such questions yourself.
",Not Spam
"Hi,
You just need to drag the desired models into your model and connect them through connectors.
Regards,Rahul Jain",Not Spam
"I know that but how we choose that phi,w and other variables.
",Not Spam
"sorry for posting in wrong sub-forum. This question should be in openFoam sub-forum.
",Not Spam
"I'm not using a VitualBox.
",Not Spam
"Please use a VirtualBox for proper functioning of eSim.
",Not Spam
This is DWSIM forum. Please post your question in correct forum.,Not Spam
"Hi Ashok,
I suppose you forgot to attach your file. Also I request your case files to be sent to contact-cfd@fossee.in with a brief explanation of what you need to do!
Thanks and RegardsViraj Belekar",Not Spam
"Hai Viraj,

Thanks for ur reply.
I uploaded but dnt know why i could see it after posting the question.
Anyhow i will mail my case files gladly. Thanks again.

Regards,
Ashok.M
",Not Spam
"Hi Ashok,You need to change your mesh. Refine it properly.",Not Spam
"Here is the link for sample flow sheet where multi-component distillation is carried out: http://dwsim.fossee.in/flowsheeting-project/dwsim-flowsheet-run/13.

Click on the Download flowsheet link and run the Petroleum Distillation file with .dwxmz extension.
",Not Spam
"Hi,
OpenFOAM is not an animation software which will show you the automated movement of your gate. You can analyze the motion of concrete. I suggest you refer to the damBreak tutorial of interFoam solver for your case. Make an inlet patch. There is no need for your gate to open and close.
RegardsViraj Belekar",Not Spam
"Hi Ashok,
1) Courant number = ut/xTherefore try playing with these 3 parameters and you should definitely refine your mesh.
2) You have assigned noSlip boundary condition on the bottom patch which might hinder your concrete to flow on it. Try changing it.
RegardsViraj",Not Spam
"Please follow these steps 1. At the top of Scilab console, click on Applications menu 2. Choose Variable Browser from the drop down menu 3. Variable Browser will appear in a separate window 4. You should see a black band at the top. On this black band , you will see 'Variable 'Browser' and a question mark. 5. Click on this black band and drag the window to the Scilab console 6. Move the mouse to add the variable browser at a location of your choice on Scilab console. Repeat the same steps for Command history.",Not Spam
"Thank you Shamika for your prompt reply. I have succeed in putting back all the three windows back.

",Not Spam
"Hi gowtham,
If you are on windows, can you open scilab by right click>open as administrator ? Does the error still come?
",Not Spam
"You need to convert few solved examples from the textbook into Scilab code. Upload these Scilab code files as 'sample source files'.
",Not Spam
"I tested the abort command, and it is working well in the context you have mentioned. Are you sure you are clearing variables after each run? If not, then that is the cause of your problem. If so, I will need to take a look at your code, if you can share it.

Regards.",Not Spam
"OK, I found an error within my script and the ""abort""-command works again but only more or less... See for instance the following code:clear;A = 2;B = 5;abort;C = 8;Before I run the script in the freshly started Scilab I can use the Console normally - hence, If I write A = 2 and hit return it creates the variable and displays the value of A in the console window.If I run the script I only see that it was performed but I do not see any new variables in the variable-browser. Only after, for instance, typing a 1 in the console window and hitting return I see that the script actually did something, as A and B are defined (C is not, as it is supposed to be).However, now after having run the script I cannot use the Console-Window properly anymore.. I still can use it to define variables or perform calculations but the results are never displayed in the console. It is if every command I input would have the "";"" at the end.... This is annoying, as only rebooting Scilab helps in that case..Maybe if it helps, here is what the console displays upon Scilab-Startup:Starte Ausfuehrung:lade StartumgebungSTART GUI Builder 4.0.1 for Scilab 6.0Load macrosLoad helpType ""guibuilder"" to start the GUIStart IPCV 1.0 for Scilab 6.0Image Processing and Computer Vision Toolbox for ScilabCopyright (C) - 2017 - Tan Chin Luh (Trity Technologies)Find more information at http://scilabipcv.tritytech.comLoad macrosLoad dependenciesLoad gatewaysLoad helpLoad demosThanks already for your help!!",Not Spam
"Can you please let us know the Operating System in which you are running DWSIM?
",Not Spam
"Hi, 

We need detailed information of the problem statement that you are trying to simulate in DWSIM. Kindly mail your simulation file to contact-dwsim@fossee.in so that we can look into it.
",Not Spam
"Hi,Try to add manually in  .cir.out file and run the simulation.
",Not Spam
"I did it in this way but this is uncomfortable.  
",Not Spam
"Hello,

Please watch these tutorials. You should know how to create matrices and vectors. 

http://spoken-tutorial.org/tutorial-search/?search_foss=Scilab&search_language=English
",Not Spam
"Hii,Please, reinstallation eSim. If still, you can't find then click on Preferences in the Schematic window -> Component Libraries -> Add eSim_* Libraries and keep it on top by clicking Up button.",Not Spam
Please use the following syntax y = sqrt((2*x-3)/(x+1))- (cos((%pi/3)*x))^2,Not Spam
"The problem is that you are attempting to square the cos function. This, for obvious reasons, won't work.Try this instead: y = sqrt((2*x - 3)/(x+1)) - (cosd((%pi/3)*x))^2 ",Not Spam
"I'm looking for matlab equivalent of blobAnalysis library in Scilab.
Has anyone implemented this previously in Scilab?",Not Spam
"I tried a simple diagram and it didn't happen to me. You could try this:
1. Choose the link (connection between 2 blocks). Right click. Select Link Style > Horizontal (or as relevant)
2. Save your diagram. Close it and re open.
",Not Spam
Iam not sure if I understood your question correctly... But probably you want to use the SubPlot function for tiling your output graphs??,Not Spam
"Hello,

This forum is for scilab.in. Your issue is with scilab.org. Please mail the scilab.org mailing list.
",Not Spam
SureThank you,Not Spam
"In Routine A, if you comment the line- blackwhite=image;, you'll get comparable results. When I ran the code after commenting the line, I got the run time to be either equal or routine B run time was higher than routine A. The code I've used is given below//This was declared on the consoleimage=rand(5,1000); image1=image; threshold=0.4;//Routine A was saved in a separate file t1=tic()for i=1:length(image)        if image(i) < threshold then            image(i) = 0;        else            image(i) = 1;        end        //blackwhite = image;endt2=toc()disp(t2)//Rotuine B was saved in a separate filet3=tic()for y=1:length(image1(:, 1))     for x=1:length(image1(1, :))        if image1(y, x) < threshold then            blackwhite(y, x) = 0;        else            blackwhite(y, x) = 1;                    end    endendt4=toc();disp(t4)",Not Spam
"Please type 'help debug' on Scilab console. There are a couple of functions you could use for debugging.
",Not Spam
"Hello,

This issue will be best resolved on Scilab.org mailing list. Please contact users@lists.scilab.org.
",Not Spam
"Thanks for your answer!
And yes, Iam dumb :D :D The problem is, that I accidentally have put the ""blackwhite = image"" command within the for-loop, so the script had to define the variable thousands of times...If I put it outside the for-loop, routine A takes 0.08 s, compared to the o.25 s for routine B.",Not Spam
Thank you. Do i need to be setting and removing breakpoints manually? will the IDE not do it for me?,Not Spam
"Thank you for informing us about this issue. Let me go through this problem and get back to you.

Athul George
FOSSEE, IIT Bombay
",Not Spam
"Thanks a lot :)
",Not Spam
"I think you are not doing the installation properly. After downloading and unzipping  the source folder, please open the terminal, go to the folder eSim1.1.2, and run the installation script as:
./install-linux.sh --install

INSTALL is a text file explaining how to do the installation, not the installation script itself.
Please feel free to get back to us if you encounter any issues.

Athul George
FOSSEE, IIT Bombay
",Not Spam
"I had the similar problem with uploading the files. It could be because of two possible reasons for instance the file size is greater than the ability to upload or malware in the device.
Thanks for asking this question.
_________________________________________
https://hitthegrade.com/
",Not Spam
"Hey you can send your case files as zipped to the following mail id: deepavedartham@gmail.comIll see your case and check the issues.
",Not Spam
"Could you please try installing without using a proxy? Please give feedback doing that.

Athul George
FOSSEE, IIT Bombay
",Not Spam
"Thank you for posting this query. Let me look into this issue and get back to you.

Athul George
FOSSEE, IIT Bombay
",Not Spam
"Respected Sir,
   By clicking on CvPcb tool, I am able to bring component list but footprint is missing for some of the components. Like in RC circuit with a two pin connector, footprint is getting loaded for R and C but not for connector.
Thank You",Not Spam
"It would be better to convert it into eSim code. Please refer to this link- http://esim.fossee.in/pspice-to-kicad


",Not Spam
"Hi Harish,
Sorry for late response,  please using only kicad tool for creating any layout for PCB. In your above issue there some libraries which are available, hence you are getting error.  To know more about how to create PCB layout visit Kicad website where they have tutorials on how to create a PCB layout. Link: http://kicad-pcb.org/help/tutorials/
Thank You",Not Spam
"Dear Sir,

   Thanks a lot for the suggestions

Yours sincerely,

Harish Bhat N.
",Not Spam
"Well, can you run Scilab's genetic algorithms completely in scilab code i.e. without xcos?  This is just to make sure the code doesn't fail at a given time (division by 0 etc.)? If possible please try it. Let us know the results.
",Not Spam
"Sorry, we can't see any attachments here.

Athul George
",Not Spam
"Hi leohpaz, can you provide the values of k(i) and tau(i) to do the calculations. ",Not Spam
"Please upload the codes on the Scilab TBC interface under scilab.in website. You'll have to login to start uploading your code.For more information and for the procedure, refer to:http://scilab.in/Textbook_Companion_Internship
If you have any further queries regarding Scilab TBC, please write to: textbook[at]scilab[dot]in",Not Spam
"First of all, there is no deadline to apply for this 
project. So, you can apply anytime. However the sooner you apply, earlier will be the chance for your contribution to be recognized by FOSSEE, IIT Bombay. In any case, we have deadline for 
submitting the flowsheet after you have submitted proposal which is 
typically one month from the date of submission of proposal.Here are the detailed steps to participate in flowsheeting project.Register yourself at FOSSEE DWSIM using: http://dwsim.fossee.in/user/registerOnce registered, login using http://dwsim.fossee.in/userSubmit a proposal using the flowsheeting proposal link: http://dwsim.fossee.in/flowsheeting-project/proposalOnce proposal is received by us and approved, you can upload your flowsheet and a short abstract here: http://dwsim.fossee.in/flowsheeting-project/abstract-code/uploadSubmitted flow sheet will be published in DWSIM FOSSEE webpage after it is reviewed by technical team.Please check for the detailed guidelines to create flow sheet in this link: http://dwsim.fossee.in/flowsheeting-project/coding-guidelines-flowsheetingAlso, few sample flow sheets have been made available in the link here: http://dwsim.fossee.in/flowsheeting-project/completed-flowsheetCompleting a flow sheet with the mentioned guidelines will be awarded with prize money and certificate from FOSSEE, IIT Bombay.
 
Detailed information about how to apply for this activity is also available on http://dwsim.fossee.in/flowsheeting-projectYou can get started by learning DWSIM from our spoken tutorials here: http://spoken-tutorial.org/tutorial-search/?search_foss=DWSIM&search_language=English In case of any queries, please feel free to revert back to us. We will be happy to guide you.",Not Spam
"Your lab has been approved.
",Not Spam
"It is best if you ask this question on Scilab mailing list.
",Not Spam
"Please go through the examples listed under each function- http://scilab.in/fossee-scilab-toolbox/optimization-toolbox/functions
",Not Spam
"Hello, Please contact the toolbox authors. You should find the contact details on the toolbox ATOMS page.
",Not Spam
"You could save the data in a CSV file using csvWrite function. You can then open the CSV file as an Excel sheet.

Please see the help page- https://help.scilab.org/doc/5.5.2/en_US/csvWrite.html

",Not Spam
"Please contact the toolbox authors. You should find the contact details on the toolbox ATOMS page.
",Not Spam
